Segment,Plant,Product,Quantity,Risk Level,Segement,Code,UOM,Status,Classification,Level 1,Level 2,Level 3,Scrapping Status,Scrapping Month,Value in EGP,Date
,EGLL,"Fasdikad Pine NRB Cses 24^27,5cl TE",1,Medium,FG,189990,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,35.37,
,EGLU,Bajse Vat 20 98` NRB 24^25cl,10,Medium,FG,18894,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,34.77,
,EGLA,ID Vasj  40` NRB 12^75cl,23,Medium,FG,184870,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,34.58,
,EGLE,ID Vasj  40` NRB 12^75cl,17,Medium,FG,184870,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,34.58,
,EGLU,ID Vasj  40` NRB 12^75cl,7,Medium,FG,184870,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,34.58,
,EGLG,Brella Can Tray 24^50cl TE,4,Medium,FG,89718,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,34.32,
,EGLU,"ID DBL EDGE Cherry 15` NRB 12^27,5cl",14,Medium,FG,59945,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,34.2,
,EGLC,MEsacod Ma^ NRB Cses 24^33cl TE,7,Medium,FG,8944,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,34.02,
,EGLA,"ID ^^^ Whisky Cola 20` NRB 12^27,5cl",7,Medium,FG,1841884,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,33.92,
,EGLF,"ID ^^^ Whisky Cola 20` NRB 12^27,5cl",14,Medium,FG,1841884,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,33.92,
,EGLB,Brella NRB Cses 24^50cl TE,14,Medium,FG,89184,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,33.81,
,EGLE,Fasdikad Peach Can Tray 24^33cl TE,1,Medium,FG,50847,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,32.32,
,EGLB,ID Vasj  Black50 50` NRB 6^1L,1,Medium,FG,48478,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,32.1,
,EGLF,Heaicadn NRB Cses 24^33cl TE,4,Medium,FG,18477,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,31.71,
,EGLG,Heaicadn NRB Cses 24^33cl TE,26,Medium,FG,18477,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,31.71,
,EGLF,Saksdc El King 15` NRB Cses 24^50cl TE,11,Medium,FG,55544,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,31.5,
,EGLE,Biresss Can Tray 24^33cl TE,120,Medium,FG,4949,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,31.43,
,EGLE,Deasis Can Tray 24^33cl TE,36,Medium,FG,184489,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,31.38,
,EGLG,Saksdc El King 10` Can Tray 24^50cl TE,7,Medium,FG,8974,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,98.99,
,EGLL,Fasdikad Pine Can Tray 24^33cl TE,26,Medium,FG,90074,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,98.52,
,EGLE,Fasdikad Peach Can Tray 24^25cl TE,6,Medium,FG,59904,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,98.48,
,EGLL,Ameasnb Zero Radler Can Tray 24^33cl TE,18,Medium,FG,508418,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,29.16,
,EGLF,Bajse Gin O^ford 40` PET 12^75cl,15,Medium,FG,4184918,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,29.08,
,EGLF,Saksdc Gold NRB Cses 24^50cl TE,34,Medium,FG,8945,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,28.36,
,EGLG,Saksdc Gold NRB Cses 24^50cl TE,16,Medium,FG,8945,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,28.36,
,EGLE,Bajse Wsky Highl Red 40` PET 12^75cl,28,Medium,FG,418899,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,28.33,
,EGLU,Bajse Rum Aloha 98` PET 12^75cl,2,Medium,FG,418494,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,28.33,
,EGLL,Fasdikad Mango Peach Can Tray 24^33cl TE,1,Medium,FG,57489,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,28.28,
,EGLA,Fasdikad Pine Can Tray 24^33cl TE,6,Medium,FG,90074,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,28.28,
,EGLF,Phshshas Vasj  40` PET 12^75cl,1,Medium,FG,184505,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,27.68,
,EGLB,Bajse Wsky Highl Red 40` PET 12^75cl,120,Medium,FG,418899,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,27.62,
,EGLF,Bajse Ouzo Marenos 42` PET 12^75cl,0.166,Medium,FG,418890,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,27.61,
,EGLU,Bajse Ouzo Marenos 42` PET 12^75cl,3,Medium,FG,418890,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,27.61,
,EGLE,Bajse Wsky Highl Blk 40` PET 12^75cl,1,Medium,FG,418494,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,27.51,
,EGLU,Bajse Wsky Highl Blk 40` PET 12^75cl,51,Medium,FG,418494,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,27.51,
,EGLE,Bajse Wsky Highl Red 40` PET 12^75cl,4,Medium,FG,418899,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,27.51,
,EGLF,Saksdc Gold Can Tray 24^50cl TE,6,Medium,FG,8970,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,27.3,
,EGLF,Phshshas Ouzo 41` PET 12^75cl,3,Medium,FG,184590,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,27.21,
,EGLG,Heaicadn Can Tray 24^50cl TE,4,Medium,FG,8989,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,27.02,
,EGLE,MEsacod Ma^ Can Tray 24^50cl TE,5,Medium,FG,89189,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,26.57,
,EGLA,MEsacod Ma^ Can Tray 24^50cl TE,13,Medium,FG,89189,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,26.46,
,EGLF,MEsacod Ma^ Can Tray 24^50cl TE,12,Medium,FG,89189,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,26.46,
,EGLE,Phshshas Gin 40` PET 12^75cl,2,Medium,FG,1845018,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,26.38,
,EGLE,Bajse Gin O^ford 40` PET 12^75cl,1,Medium,FG,4184918,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,26.28,
,EGLF,Bajse Gin O^ford 40` PET 12^75cl,3,Medium,FG,4184918,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,26.28,
,EGLU,Saksdc Gold NRB Cses 24^50cl TE,11,Medium,FG,8945,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,25.9,
,EGLU,Bajse Vasj  Volga 40` PET 12^75cl,1,Medium,FG,418999,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,25.88,
,EGLA,Saksdc El King 10` NRB Cses 24^50cl TE,3,Medium,FG,184475,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,25.56,
,EGLB,Saksdc El King 10` NRB Cses 24^50cl TE,10,Medium,FG,184475,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,25.56,
,EGLB,"ID DBL EDGE Watermelon 15` NRB 12^27,5cl",3,Medium,FG,184589,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,24.96,
,EGLE,Phshshas Whisky 40` PET 12^75cl,1,Medium,FG,184509,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,24.73,
,EGLE,Phshshas Rum 98` PET 12^75cl,2,Medium,FG,184507,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,24.73,
,EGLA,"ID DBL EDGE Cherry 15` NRB 12^27,5cl",3,Medium,FG,59945,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,24.62,
,EGLB,"Bascajh Gin Lemon Mint 20` NRB 12^27,5cl",11,Medium,FG,180898,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,24.61,
,EGLL,Fasdikad Pine PET Shrink 6^97cl SE TE,1,Medium,FG,1849185,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,24.33,
,EGLA,Adjan Satb Whisky 40` NRB 24^35cl,96,Medium,FG,4448,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,24.32,
,EGLF,Adjan Satb Whisky 40` NRB 24^35cl,31,Medium,FG,4448,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,24.32,
,EGLU,Adjan Satb Whisky 40` NRB 24^35cl,8,Medium,FG,4448,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,24.32,
,EGLV,Adjan Satb Whisky 40` NRB 24^35cl,20,Medium,FG,4448,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,24.32,
,EGLV,Saksdc El King 15` NRB Cses 24^50cl TE,29,Medium,FG,55544,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,23.72,
,EGLC,MEsacod Ma^ NRB Cses 24^33cl TE,21,Medium,FG,8944,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,22.88,
,EGLF,MEsacod Ma^ NRB Cses 24^33cl TE,69,Medium,FG,8944,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,22.88,
,EGLF,Saksdc El King 15` Can Tray 24^50cl TE,12,Medium,FG,55494,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,22.88,
,EGLU,"CUBANA Rum Peach 10` NRB 12^27,5cl",23,Medium,FG,555180,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,22.8,
,EGLA,"ID DBL EDGE Cherry 15` NRB 12^27,5cl",2,Medium,FG,59945,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,22.8,
,EGLA,MEsacod Ma^ NRB Cses 24^33cl TE,3,Medium,FG,8944,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,22.68,
,EGLU,Bajse Vat 20 98` NRB 24^25cl,1,Medium,FG,18894,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,22.58,
,EGLU,"ID DBL EDGE Energy 10` NRB 12^27,5cl",0.042,Medium,FG,9948,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,22.36,
,EGLE,"ID DBL EDGE Energy 10` NRB 12^27,5cl",98,Medium,FG,9948,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,22.36,
,EGLA,"ID DBL EDGE Energy 10` NRB 12^27,5cl",10,Medium,FG,9948,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,22.36,
,EGLA,"CUBANA Rum Peach 10` NRB 12^27,5cl",7,Medium,FG,555180,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,22.26,
,EGLA,"ID DBL EDGE Watermelon 10` NRB 24^27,5cl",6,Medium,FG,54445,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,21.76,
,EGLU,Brella Can Tray 24^33cl TE,6,Medium,FG,8975,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,21.63,
,EGLU,"Bascajh Gin Lime 15` NRB 24^27,5cl",21,Medium,FG,184994,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,21.46,
,EGLE,"Bascajh Gin Lime 15` NRB 24^27,5cl",8,Medium,FG,184994,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,21.46,
,EGLB,"Bascajh Gin Lime 15` NRB 24^27,5cl",7,Medium,FG,184994,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,21.46,
,EGLU,"Bascajh Gin Lemon Mint 10` NRB 24^27,5cl",3,Medium,FG,184994,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,21.22,
,EGLA,"Bascajh Gin Lemon Mint 10` NRB 24^27,5cl",9,Medium,FG,184994,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,21.22,
,EGLE,Saksdc El King 15` Can Tray 24^50cl TE,14,Medium,FG,55494,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,21.22,
,EGLE,Saksdc El King 15` NRB Cses 24^50cl TE,12,Medium,FG,55544,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,21.08,
,EGLC,Saksdc El King 15` NRB Cses 24^50cl TE,7,Medium,FG,55544,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,21,
,EGLL,Fasdikad Apple Wmelon Can Tray 24^33cl TE,1,Medium,FG,55479,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,20.2,
,EGLE,Heaicadn Can Tray 24^33cl TE,4,Medium,FG,8980,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,19.88,
,EGLA,Bajse Zibiba 42` PET 12^50cl,17,Medium,FG,418948,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,19.43,
,EGLU,Bajse Zibiba 42` PET 12^50cl,0.004,Medium,FG,418948,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,19.03,
,EGLE,Biresss Can Tray 24^33cl TE,0.004,Medium,FG,4949,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,18,
,EGLU,Red Bull Can 24*250 ml,0.008,Medium,FG,4954,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,17.5,
,EGLU,"OasnKHAYYAM White NRB 48^18,7cl",0.008,Medium,FG,509418,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,17.47,
,EGLE,Fasdikad Pine Can Tray 24^33cl TE,0.008,Medium,FG,90074,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,17.44,
,EGLL,Fasdikad Pine Can Tray 24^33cl SLK TE,0.004,Medium,FG,1841847,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,17.44,
,EGLB,Saksdc El King 15` Can Tray 24^33cl TE,0.004,Medium,FG,184897,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,17.15,
,EGLM,"Biresss NRB Cses 24^27,5cl TE",0.004,Medium,FG,184494,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,16.64,
,EGLG,ISIS Pack 20^50ml,0.004,Medium,FG,184594,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,16.5,
,EGLL,Fasdikad Pine Can Tray 24^33cl TE,34.2033746,Medium,FG,90074,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,16.16,
,EGLL,Fasdikad Mango Peach Can Tray 24^33cl TE,3,Medium,FG,57489,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,16.16,
,EGLF,Fasdikad Pine Can Tray 24^33cl TE,13,Medium,FG,90074,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,16.16,
,EGLL,Ameasnb Zero Radler Can Tray 24^33cl TE,48,Medium,FG,508418,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,15.54,
,EGLF,Ameasnb Zero Can Tray 24^33cl TE,34.2033746,Medium,FG,4948,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,15.15,
,EGLE,"ID ^^^^ Pine Coconut 20` NRB 12^27,5cl",34.2033746,Medium,FG,1847518,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,14.96,
,EGLF,Biresss Can Tray 24^33cl TE,34.2033746,Medium,FG,4949,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,14.46,
,EGLG,Saksdc Gold NRB Cses 24^50cl TE,34.2033746,Medium,FG,8945,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,14.28,
,EGLE,Saksdc Gold Can Tray 24^50cl TE,34.2033746,Medium,FG,8970,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,13.65,
,EGLE,"ID DBL EDGE Watermelon 15` NRB 12^27,5cl",34.2033746,Medium,FG,184589,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,13.43,
,EGLE,MEsacod Ma^ Can Tray 24^50cl TE,34.2033746,Medium,FG,89189,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,13.37,
,EGLF,Saksdc El King 10` NRB Cses 24^50cl TE,34.2033746,Medium,FG,184475,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,12.78,
,EGLF,Heaicadn Can Tray 24^50cl TE,34.2033746,Medium,FG,8989,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,12.64,
,EGLB,"ID DBL EDGE Cherry 15` NRB 12^27,5cl",34.2033746,Medium,FG,59945,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,12.31,
,EGLU,Bajse Zibiba 42` NRB 24^25cl,34.2033746,Medium,FG,18894,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,12.29,
,EGLE,"Bascajh Gin Lemon Mint 20` NRB 12^27,5cl",34.2033746,Medium,FG,180898,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,12.28,
,EGLL,Fasdikad Apple Can Tray 24^33cl TE,34.2033746,Medium,FG,4944,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,12.12,
,EGLA,Fasdikad Pine Can Tray 24^33cl TE,34.2033746,Medium,FG,90074,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,12.12,
,EGLB,Bajse Vat 20 98` NRB 24^25cl,34.2033746,Medium,FG,18894,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,12.04,
,EGLG,Saksdc El King 15` NRB Cses 24^50cl TE,34.2033746,Medium,FG,55544,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,11.86,
,EGLL,"Fasdikad Pine NRB Cses 24^27,5cl TE",34.2033746,Medium,FG,189990,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,11.79,
,EGLB,MALVADO Silver Tequila 40` NRB 12^75cl,34.2033746,Medium,FG,54579,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,11.73,
,EGLC,"Bascajh Gin Lime 15` NRB 24^27,5cl",34.2033746,Medium,FG,184994,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,11.66,
,EGLG,MEsacod Ma^ NRB Cses 24^33cl TE,34.2033746,Medium,FG,8944,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,11.44,
,EGLC,Brella Can Tray 24^50cl TE,34.2033746,Medium,FG,89718,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,11.44,
,EGLL,Fasdikad Pineapple Can Tray 24^25cl TE,34.2033746,Medium,FG,59890,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,11.43,
,EGLE,"CUBANA Rum Peach 10` NRB 12^27,5cl",34.2033746,Medium,FG,555180,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,11.4,
,EGLA,"ID DBL EDGE Energy 10` NRB 12^27,5cl",34.2033746,Medium,FG,9948,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,11.18,
,EGLG,MEsacod Ma^ Can Tray 24^33cl TE,34.2033746,Medium,FG,89187,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,11.16,
,EGLG,"ID DBL EDGE Watermelon 10` NRB 24^27,5cl",34.2033746,Medium,FG,54445,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,10.88,
