Segment,Plant,Product,Quantity,Risk Level,Segement,Code,UOM,Status,Classification,Level 1,Level 2,Level 3,Scrapping Status,Scrapping Month,Value in EGP,Date
,EGLU,Brella NRB Cses 24^50cl TE,2,Low,FG,89184,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,314.1,
,EGLE,GIANACLIS 1882 NRB 12^75cl,3,Low,FG,59494,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,313.53,
,EGLU,Heaicadn Can Tray 24^50cl TE,3,Low,FG,8989,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,988.43,
,EGLU,Adjan Satb Whisky 40` NRB 12^75cl,5,Low,FG,541844,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,983.18,
,EGLA,Saksdc Gold NRB Cses 24^50cl TE,5,Low,FG,8945,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,297.78,
,EGLU,MEsacod Ma^ NRB Cses 24^33cl TE,0.008,High,FG,8944,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,294.84,
,EGLA,Brella NRB Cses 24^50cl TE,0.008,High,FG,89184,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,293.02,
,EGLA,MEsacod Ma^ Can Tray 24^50cl TE,0.006,High,FG,89189,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,291.06,
,EGLR,Fasdikad Pine Can Tray 24^33cl TE,0.002,High,FG,90074,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,290.88,
,EGLR,Biresss RB Crate 24^24cl TE,0.004,High,FG,5894,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,289.92,
,EGLE,Oblws Red NRB 12^75cl,0.008,High,FG,4974,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Feb,288.61,
,EGLU,OasnKHAYYAM Red NRB 12^75cl,0.016,High,FG,49718,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Feb,287.76,
,EGB1,Saksdc El King 10` NRB Cses 24^50cl TE,0.012,High,FG,184475,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,287.04,
,EGLA,Saksdc El King 15` Can Tray 24^50cl TE,0.016,High,FG,55494,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,286.47,
,EGLV,"Bascajh Gin Lime 15` NRB 24^27,5cl",0.016,High,FG,184994,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,279.84,
,EGLA,Heaicadn NRB Cses 24^33cl TE,0.004,High,FG,18477,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,277.24,
,EGB1,Deasis Can Tray 24^33cl TE,0.004,High,FG,184489,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,274.56,
,EGLE,Valdons Semi Sweet White NRB 12^75cl,0.008,High,FG,518895,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Feb,273.05,
,EGLA,Saksdc El King 10` Can Tray 24^33cl TE,0.004,High,FG,184894,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,271.25,
,EGLU,MEsacod Ma^ Can Tray 24^50cl TE,0.024,High,FG,89189,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,264.6,
,EGLB,MIRAKI Arak 42` NRB 12^75cl,0.008,High,FG,180448,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,261.4,
,EGLF,Brella RB Crate 24^50cl TE,0.008,High,FG,8948,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,260.75,
,EGLF,Brella Can Tray 24^50cl TE,0.008,High,FG,89718,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,252.96,
,EGLU,Adjan Satb Whisky 40` NRB 12^75cl,0.008,High,FG,541844,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,252.65,
,EGB4,LBL Back CAPE BAY Chardonnay 750ml 2020,0.008,High,Pack,890495818,Pc,Not Booked,Delisted,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Expired date. Other,Pending,22-Dec,252,
,EGLV,ID Vasj  Blue40 40` NRB 6^1L,0.008,High,FG,48744,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,250.62,
,EGLU,Saksdc El King 10` NRB Cses 24^50cl TE,0.004,High,FG,184475,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,249.84,
,EGLU,Saksdc Gold Can Tray 24^50cl TE,0.006,High,FG,8970,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,248.22,
,EGLF,Fasdikad Apple PET Shrink 6^97cl SE TE,0.006,High,FG,184445,Case,Not Booked,Expired,,,,Pending,22-Jul,246,
,EGLA,Saksdc Gold Can Tray 24^50cl TE,0.004,High,FG,8970,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,245.7,
,EGLU,CAPE BAY Merlot NRB 12^75cl,0.008,High,FG,4989,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,244.92,
,EGLU,Saksdc El King 15` Can Tray 24^50cl TE,1.004,High,FG,55494,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,244.03,
,EGLE,Brella Can Tray 24^50cl TE,0.04,High,FG,89718,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,242.42,
,EGLE,Saksdc Gold NRB Cses 24^50cl TE,0.294,High,FG,8945,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,241.06,
,EGLA,Heaicadn Can Tray 24^50cl TE,1,High,FG,8989,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,240.16,
,EGLA,Saksdc El King 15` Can Tray 24^33cl TE,0.056,High,FG,184897,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,239.43,
,EGLA,DEVLIN Whisky 40` NRB 6^75cl,0.008,High,FG,54557,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,236.92,
,EGLB,ZOTTOS Brandy 40` NRB 12^75cl,0.012,High,FG,189744,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,236.65,
,EGLV,ID Vasj  Blue40 40` NRB 12^50cl,0.036,High,FG,48744,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,233.9,
,EGLA,Heaicadn NRB Cses 24^33cl TE,0.008,High,FG,18477,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,229.44,
,EGLU,Heaicadn NRB Cses 24^33cl TE,6.016,High,FG,18477,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,229.44,
,EGLU,Heaicadn Can Tray 24^50cl TE,0.248,High,FG,8989,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,227.52,
,EGLV,Bajse Wsky Highl Blk 40` PET 12^75cl,0.008,High,FG,418494,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,226.64,
,EGLU,Chadsad DE GRANVILLE White NRB 6^75cl,0.008,High,FG,451875,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,225.48,
,EGLB,Chadsad DE GRANVILLE White NRB 6^75cl,0.006,High,FG,451875,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Feb,225.48,
,EGLU,Chadsad DE GRANVILLE White NRB 6^75cl,0.002,High,FG,451875,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Feb,225.48,
,EGLA,Chadsad DE GRANVILLE White NRB 6^75cl,0.048,High,FG,451875,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,225.48,
,EGLE,Brella Can Tray 24^50cl TE,0.012,High,FG,89718,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,223.3,
,EGLU,Saksdc El King 15` Can Tray 24^50cl TE,0.004,High,FG,55494,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,222.81,
,EGB1,Saksdc El King 10` Can Tray 24^33cl TE,0.008,High,FG,184894,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,222.48,
,EGLA,CAPE BAY Merlot Oaky NRB 12^75cl,1,High,FG,59449,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,222.09,
,EGLF,Heaicadn NRB Cses 24^33cl TE,2.004,High,FG,18477,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,219.88,
,EGLV,ID Vasj  Black50 50` NRB 6^1L,1.992,High,FG,48478,Pc,Not Booked,Delisted,Write_off_Expired_date_Marketing,Marketing ,MARKETING.FG import not for demand ,Done,22-May,218.38,
,EGLE,Deasis Can Tray 24^33cl TE,0.008,High,FG,184489,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,217.64,
,EGLV,VIN DE MESSE ABARKA NRB 12^75cl,5,High,FG,4970,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,217.64,
,EGLR,Biresss RB Crate 24^24cl TE,2,High,FG,5894,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,217.44,
,EGLA,Saksdc El King 10` NRB Cses 24^50cl TE,0.008,High,FG,184475,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,217.26,
,EGLA,Saksdc El King 10` Can Tray 24^50cl TE,24,High,FG,8974,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,216.93,
,EGB1,MEsacod Ma^ NRB Cses 24^33cl TE,14,High,FG,8944,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,213.6,
,EGB1,Heaicadn Can Tray 24^33cl TE,10,High,FG,8980,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,211.68,
,EGLU,CAPE BAY Merlot NRB 12^75cl,7,High,FG,4989,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,209.13,
,EGLU,CASTELLO DI TREVI Red NRB 6^75cl,2,High,FG,559418,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,208.17,
,EGLF,Saksdc Gold NRB Cses 24^50cl TE,1,High,FG,8945,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,207.2,
,EGLV,ID Vasj  40` NRB 12^75cl,10,High,FG,184870,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,206.9,
,EGLU,Saksdc Gold Can Tray 24^50cl TE,8,High,FG,8970,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,204.75,
,EGLU,OasnKHAYYAM Red NRB 12^75cl,72.33,High,FG,49718,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,203.84,
,EGLV,OasnKHAYYAM Red NRB 12^75cl,24,High,FG,49718,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,203.84,
,EGLA,Brella Can Tray 24^33cl TE,3,High,FG,8975,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,203.75,
,EGLF,Brella Can Tray 24^33cl TE,4,High,FG,8975,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,203.75,
,EGLU,OasnKHAYYAM White NRB 12^75cl,1,High,FG,4977,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,203.64,
,EGLA,Heaicadn Can Tray 24^50cl TE,2,High,FG,8989,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,202.24,
,EGLA,Saksdc El King 15` NRB Cses 24^50cl TE,1,High,FG,55544,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,199.5,
,EGLA,Deasis Can Tray 24^33cl TE,3,High,FG,184489,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,196.84,
,EGLF,"Bascajh Gin Lemon Mint 10` NRB 24^27,5cl",6,High,FG,184994,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,195.84,
,EGLA,Saksdc El King 10` NRB Cses 24^50cl TE,1,High,FG,184475,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,191.7,
,EGLA,Saksdc Gold Can Tray 24^50cl TE,1,High,FG,8970,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,191.1,
,EGLU,Heaicadn Can Tray 24^33cl TE,1,High,FG,8980,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,190.76,
,EGLB,ID Vasj  40` NRB 12^75cl,3,High,FG,184870,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,186.15,
,EGLU,Saksdc El King 10` Can Tray 24^50cl TE,6,High,FG,8974,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,185.94,
,EGLU,CAPE BAY Merlot NRB 12^75cl,2,High,FG,4989,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,183.69,
,EGLX,"Biresss NRB Cses 24^27,5cl TE",1,High,FG,184494,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,183.36,
,EGB1,Brella Can Tray 24^50cl TE,12,High,FG,89718,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,180.96,
,EGLU,365 Red 12^75cl,1,High,FG,1848418,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,180.22,
,EGLA,Brella Can Tray 24^50cl TE,13,High,FG,89718,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,179.18,
,EGLA,"ID DBL EDGE Energy 10` NRB 12^27,5cl",11,High,FG,9948,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,178.88,
,EGLU,Saksdc El King 15` NRB Cses 24^50cl TE,22,High,FG,55544,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,178.5,
,EGLF,CGM White NRB 12^75cl,5,High,FG,4974,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,177.33,
,EGLF,Saksdc El King 10` Can Tray 24^33cl TE,15,High,FG,184894,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,175,
,EGLU,"ID DBL EDGE Watermelon 15` NRB 12^27,5cl",7,High,FG,184589,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,172.62,
,EGLU,"Bascajh Gin Lemon Mint 20` NRB 12^27,5cl",3,High,FG,180898,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,171.92,
,EGLU,Brella Can Tray 24^33cl TE,39,High,FG,8975,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,171.15,
,EGLE,GIANACLIS 1882 NRB 12^75cl,4,High,FG,59494,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,171.12,
,EGLV,Adjan Satb Whisky 40` NRB 24^35cl,9,High,FG,4448,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,170.24,
,EGLC,Deasis Can Tray 24^33cl TE,1,High,FG,184489,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,167.36,
,EGLU,ID Vasj  Blue40 40` NRB 6^1L,4,High,FG,48744,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,167.08,
,EGLA,ID Vasj  Blue40 40` NRB 6^1L,1,High,FG,48744,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,167.08,
,EGLE,BLUE 40 Vasj  40` NRB 6^1L,1,High,FG,184489,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,167.08,
,EGLU,BLUE 40 Vasj  40` NRB 6^1L,3,High,FG,184489,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,167.08,
,EGLU,MEsacod Ma^ NRB Cses 24^33cl TE,4,High,FG,8944,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,165.45,
,EGLU,Heaicadn Can Tray 24^33cl TE,6,High,FG,8980,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,159.04,
,EGLF,Brella Can Tray 24^50cl TE,5,High,FG,89718,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,158.1,
,EGLA,Brella NRB Cses 24^50cl TE,3,High,FG,89184,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,157.05,
,EGLA,Saksdc Gold NRB Cses 24^50cl TE,8,High,FG,8945,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,155.98,
,EGLE,Saksdc Gold NRB Cses 24^50cl TE,6,High,FG,8945,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,155.4,
,EGLA,MEsacod Ma^ NRB Cses 24^33cl TE,5,High,FG,8944,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,154.42,
,EGLA,Saksdc El King 15` NRB Cses 24^50cl TE,6,High,FG,55544,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,154.18,
,EGLE,GIANACLIS 1882 NRB 12^75cl,6,High,FG,59494,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,153.47,
,EGLU,OasnKHAYYAM Rose NRB 12^75cl,7,High,FG,4978,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,152.73,
,EGLU,Brella Can Tray 24^33cl TE,1,High,FG,8975,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,151.41,
,EGLE,Chadsad DE GRANVILLE White NRB 6^75cl,2,High,FG,451875,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Feb,150.32,
,EGLE,Adjan Satb Whisky 40` NRB 12^75cl,1,High,FG,541844,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,149.94,
,EGLE,ID Vasj  40` NRB 12^75cl,2,High,FG,184870,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,149.07,
,EGLU,Chadsad DE GRANVILLE Red NRB 6^75cl,2,High,FG,45947,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,147.92,
,EGLF,Brella NRB Cses 24^50cl TE,5,High,FG,89184,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,146.52,
,EGLU,VIN DE MESSE ABARKA NRB 12^75cl,1,High,FG,4970,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,145.29,
,EGLU,Deasis Can Tray 24^33cl TE,1.956,High,FG,184489,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,145.04,
,EGLR,Biresss RB Crate 24^24cl TE,3.996,High,FG,5894,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,144.96,
,EGLR,Fasdikad Pine RB Crate 24^24cl TE,3.996,High,FG,4908,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,144.96,
,EGLU,ID Vasj  Blue40 40` NRB 12^50cl,2,High,FG,48744,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,140.34,
,EGLU,OasnKHAYYAM Red NRB 12^75cl,5,High,FG,49718,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,139.74,
,EGLU,365 White 12^75cl,4,High,FG,184845,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,138.03,
,EGLU,Saksdc El King 15` Can Tray 24^50cl TE,1,High,FG,55494,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,137.93,
